"AMST", "205", "THE ASIAN-AMERICAN EXPERIENCE", "The history of Asians in the United States, the development of communities and the effects of the encounter between Asian cultures and the developing American cultural context. Also offered as FAIR 215F.", " Also offered as FAIR 215F.", "3"
"AMST", "206", "THE JEWISH-AMERICAN EXPERIENCE", "An overview of the Jewish experience in America, past and present Jewish American marginalization, encounters with anti-Semitism and impact on the national scene. Study of Jewish Americans as a secular community, a community of faith, and an American minority ethnic group.", "", "3"
"AMST", "242", "THE LESBIAN, GAY, BISEXUAL, TRANSGENDERED EXPERIENCE", "The development of the lesbian, gay, bisexual transgendered community in the United States, with emphasis on identity formation, historical and sociological influences and the effects of encounters between gay cultures and the larger American cultural context. ", "", "3"
"AMST", "301", "COMPARATIVE CULTURAL STUDIES", "The interaction of immigrant and indigenous cultures with the developing American cultural patterns. Emphasis upon models and concepts of interaction, especially related to African Americans, Native Americans, Asian Americans and Latinos. Also offered as FAIR 366E.", " Introductory-level course: HIST, SOC, ANTH or equivalent;", "4"
"AMST", "314", "CONTEMPORARY LATINO/A ISSUES", "The course will familiarize students with theoretical approaches, empirical research, and policy issues relating to the social and historical conditions of Latino/as. By examining the conditions of adaptation, and particularly the implications of exclusion or inclusion, the course critically assesses the close ties that Latino/as have with the multiple dimensions of immigration and borders of many kinds.", " AMST 203 or FAIR 218C or AMST 301 or FAIR 366E", "4"
"AMST", "315", "CONTEMPORARY AMERICAN INDIAN ISSUES", "A historical and cultural overview of issues in Indian/White relations. Emphasis on issues of sovereignty, land claims, water rights, treaty rights,  education, women, economic development, religious freedom, and  cultural appropriation. Also offered as FAIR 399B.", " AMST 202 or FAIR 263B or HIST 275", "4"
"AMST", "316", "CONTEMPORARY AFRICAN AMERICAN ISSUES", "This course is an interdisciplinary examination of contemporary African American issues from the 1970s to the present.  The focus will be on the various social, political, and economic issues that affect the African American community including education, economic development, affirmative action, reparations, interracial relations, criminal justice, racial discrimination, and political empowerment among others.", " AMST 204 or FAIR 219D or AMST 301 or FAIR 366E", "4"
"AMST", "362", "ASIAN-AMERICAN HISTORY", "Contributions Asian Americans have made to the development of the United States, with emphasis on immigration, adaptation, settlement and their struggle for justice and equality. Also taught as HIST 362.", " HIST 103 or HIST 104 or AMST 203 or FAIR 218C, or AMST 205 or FAIR 215F or AMST 301 or FAIR 366E", "5"
"AMST", "499", "RESEARCH AND WRITING", "Designed to introduce students to primary and secondary sources associated with American cultural studies. Assignments include one major research/writing project and several smaller ones. Also taught as LIBR 499.", " AMST 301 or FAIR 366E; senior status or instructor approval", "4"
"ANTH", "102", "INTRODUCTION TO HUMAN ORIGINS", "Description of scientific evidence for the evolution of the human lineage from its primitive primate ancestors to the origins of civilization. Emphasis on analytical methods employed to reconstruct history from fossils, geological context and cultural remains.", "", "5"
"ANTH", "104", "AMERICAN MOSAIC: THE CULTURES OF THE UNITED STATES", "The study of the cultures of the United States from the perspectives of ethnicity, race, gender and class. Special emphasis on anthropological methods and approaches to enhance understanding of contemporary socio-cultural lifeways.", "", "4"
"ANTH", "201", "INTRODUCTION TO CULTURAL ANTHROPOLOGY", "Introduction to the concepts, methods and practical application of cultural anthropology. The focus is on explanations for social and cultural variation around the world and over time and the significance of holistic and comparative understanding.", "", "5"
"ANTH", "210", "INTRODUCTION TO ARCHAEOLOGY", "The historical roots and current goals of archaeology. Principles of archaeological inference, including formation of the archaeological record, data collection and analysis, and interpretive frameworks.", "", "5"
"ANTH", "215", "INTRODUCTORY BIOLOGICAL ANTHROPOLOGY", "The biological side of anthropology; human osteology, primate paleontology, human variation, human evolution and primate behavior.", " no labs first week of class", "5"
"ANTH", "247", "INTRODUCTION TO LINGUISTIC ANTHROPOLOGY", "The study of language from an anthropological perspective. Includes an introduction to the structure and patterning of language, the study of language as it is used in daily life, and the role of language in human evolution.", "", "5"
"ANTH", "301", "ANTHROPOLOGICAL THEORY", "The development of anthropological thought from the late 1800s to the present. Emphasis is placed on the major theoretical developments in the discipline.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "303", "QUALITATIVE METHODS IN ANTHROPOLOGY", "This course will familiarize students with perspectives, methods and techniques of qualitative research in anthropology.  The course will cover the theoretical background of qualitative research, major research traditions, methods of data collection, analysis of textual data and the write-up of findings.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "308", "HUNTER-GATHERER SOCIETIES IN WORLD PREHISTORY", "The archaeological remains of hunting-gathering groups from early hominids to modern times interpreted in terms of evolution of adaptive strategies. Relationship to agriculture as an adaptive strategy; contributions of studies of modern hunter-gatherer groups.", " ANTH 210.", "4"
"ANTH", "310", "THE RISE OF CIVILIZATIONS", "Village agricultural societies as revealed by archaeology; crystallization of village farming societies into urban civilizations in the Near East, Egypt, India, China and New World parallel developments.", " ANTH 102 or ANTH 210.", "4"
"ANTH", "312", "FIELD COURSE IN ARCHAEOLOGY", "On-site training in methods and techniques of archaeological survey and excavation.", " ANTH 210 or equivalent and permission of instructor.", "12"
"ANTH", "314", "ARCHAEOLOGY OF NORTH AMERICA", "Origins of PaleoIndians of North America, their paleoenvironments and the cultural sequences leading to the historic peoples of the New World north of Panama. Mesoamerican and Mississippian cultures, those of the Southwest and the Woodland Archaic.", " ANTH 210.", "5"
"ANTH", "330", "RELIGION AND CULTURE", "Comparative study of religious thought, belief and behavior; relationship of religious experience and institutions to other aspects of culture and society.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "335", "QUANTITATIVE METHODS IN ANTHROPOLOGY", "Mathematics and statistics as applied to anthropological problems.", " ANTH 201 or HNRS 203 or ANTH 210 or ANTH 215.", "5"
"ANTH", "338", "ECONOMIC ANTHROPOLOGY", "Examines the relationship between systems of production and culture through four theoretical approaches: formalist, substantivist, Marxist and culturalist. Emphasis on localized consequences of global economic forces.  Service learning component required.", " ANTH 201 or HNRS 203 or instructor permission", "5"
"ANTH", "347", "THE ETHNOGRAPHY OF COMMUNCATION", "Familiarizes students with methods of data collection and analysis used in linguistic anthropology through an examination of both classic and current literature. Examines the complex relationship between language and culture.", " ANTH 247.", "5"
"ANTH", "350", "THE ECOLOGY OF HUMAN VARIATION", "Examines contemporary sociopolitical, health and related environmental issues starting with a historical and evolutionary perspective that emphasizes changes in human biology, diet, demography and disease, and the cultural milieu since the hunting and gathering past.", " ANTH 215 and either ANTH 201 or HNRS 203 or ANTH 210.", "5"
"ANTH", "351", "FAMILY AND KINSHIP ORGANIZATION", "Cross-cultural study of family types and the definition of social roles through kinship organization.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "352", "CROSS-CULTURAL STUDY OF AGING", "Explores aging and being old in a variety of cultures as well as our own in the context of an unprecedented worldwide population explosion of older people, examining longevity and the demography of aging, conceptualizations of the life course and late life, family and community roles of older people, gender differences and similarities of aging, status relations between and among people of different ages, health and health care.", " ANTH 201 or HNRS 203.", "4"
"ANTH", "353", "SEX AND GENDER IN CULTURE", "Cross-cultural study of gender stereotypes, gender and language, gender and work roles, gender and religion.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "361", "NATIVE PEOPLES OF NORTH AMERICA", "Ethnographic survey of the peoples and cultures.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "362", "PEOPLES OF ASIA", "Ethnographic survey of the peoples and cultures.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "365", "PEOPLES OF LATIN AMERICA", "Ethnographic survey of the peoples and cultures.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "406", "ARCHAEOLOGICAL METHOD AND THEORY", "History of theory and method in North American archaeology and the legacy of earlier goals. Current goals and the development of appropriate theory, method and empirical applications.", " ANTH 210 and ANTH 301.", "5"
"ANTH", "410", "ARCHAEOLOGICAL ANALYSIS AND INTERPRETATION", "Archaeological laboratory methods; artifact identification, classification, measurement; map reproduction, soil and feature profiles; use of photographs and other graphic methods.", " ANTH 210 and Junior or Senior status.", "5"
"ANTH", "411", "ARCHAEOLOGY OF NORTHWESTERN NORTH AMERICA", "The prehistoric archaeology of the Northwest coast and plateaus; current explorations and interpretations in a context of paleoenvironmental and ethnohistorical evidence.", " ANTH 210 and one of ANTH 310 or ANTH 314 or ANTH 361.", "5"
"ANTH", "415", "ARCHAEOLOGICAL SPATIAL ANALYSIS", "Focuses on the application of advanced quantitative methods in spatial analysis to specific archaeological contexts and projects. Students will complete a major research project and present it to the class and as a paper.", " ANTH 201 and ANTH 335.", "3"
"ANTH", "420", "HUMAN OSTEOLOGY AND FORENSIC ANTHROPOLOGY", "After learning the human skeleton, the student will be trained in techniques for recovery of the body, reconstruction of the body&#8217;s history (age, sex, race, etc.) and how to aid the crime investigator.", " ANTH 210 or ANTH 215 or ANTH 335 or ANTH 410 or permission of instructor.", "5"
"ANTH", "422", "NUTRITIONAL ANTHROPOLOGY", "The study of human nutrition and metabolism from an anthropological perspective. Topics include the structure and function of the digestive system, the chemical composition of nutrients and the regulation by the body of nutrient stores and body composition. Focuses on using a comparative approach to elucidate a naturalistic human diet and the health consequences when this ideal is not met.", " ANTH 201 or HNRS 203, and ANTH 215 and BIOL 349 or permission of instructor.", "5"
"ANTH", "423", "HUMAN EVOLUTION", "Detailed discussion on behavioral and anatomical changes leading to contemporary humanity evident from fossil record and studies of modern primates.", " ANTH 210 and ANTH 215 and one of ANTH 308 or ANTH 410 or ANTH 420, or instructor permission.", "5"
"ANTH", "424", "MEDICAL ANTHROPOLOGY", "Introduction to an area where biological and cultural anthropology interface. Includes health and disease in evolution, the relationships between disease and world view, the healer and the cultural milieu, and comparative studies of healing practices.", " ANTH 201 or HNRS 203, and junior standing or instructor permission.", "5"
"ANTH", "428", "CULTURAL RESOURCE MANAGEMENT", "Introduction to the field of cultural resource management including historic preservation, archaeological resource management, cultural resource management for subsistence and spiritual practices. Background on legislation and current practices, review of case studies and experience with actual projects.", " ANTH 210 and junior or senior status or instructor permission.", "4"
"ANTH", "429", "POLITICS, PARTICIPATION AND THE CRITIQUE OF POWER", "Examines how collective action is possible in societies without centralized authority. Considers problems of order, action and representation in non-state societies, and the question of popular participation in states.", " ANTH 301, and junior or senior status or permission of instructor.", "3"
"ANTH", "440", "CYBORG ANTHROPOLOGY", "The cyborg is a life form that is part human and part machine.  This course examines the shifting conceptual and physical boundaries between humans and their techno-scientific creations through theoretical works, ethnographic accounts and popular cultural artifacts such as film.", " ANTH 201 or HNRS 203 or instructor permission.", "5"
"ANTH", "447", "ANTHROPOLOGICAL SEMIOTICS", "Myth, metaphor and media offer the material for this exploration of theories which offer insight into the relationship between language and mind.", " ANTH 347 and junior or senior status or permission of instructor.", "5"
"ANTH", "453", "WOMEN OF THE GLOBAL SOUTH", "Explores women&#8217;s economic, religious, political and familial roles through topics such as development and globalization, violence, and women&#8217;s movements. Student contributions to course topics emphasized through individual papers and group panel work.", " ANTH 301 and ANTH 353 and junior or senior status or permission of instructor.", "5"
"ANTH", "454", "PARTICAPATORY ACTION RESEARCH METHODS", "Participatory Action Research is a methodology of researching, analyzing, and carrying out actions that directly benefit members (stakeholders) of a community.  As a form of applied anthropology, PAR is a method that emphasizes working in collaboration with others to develop research questions, conduct research, analyze findings, present results, and create actions.  In this course, graduate students will work with an identified community group (in most cases, one with which the student already has a great familiarity through participant-observation fieldwork methods in ANTH 471) to work on a PAR project.", " ANTH 303 or ANTH 471 or permission of instructor.", "5"
"ANTH", "456", "ANTHROPOLOGY OF WAR AND HUMAN RIGHTS", "The course focuses on emic and etic perspectives of war and human rights. Investigates cultural relativism and anthropology with regard to war and violence. Cultural constructions of war and definitions of human rights are fundamental to an understanding of what it means to be human.", " ANTH 301 and junior or senior status.", "4"
"ANTH", "457", "THE ANTHROPOLOGY OF DEATH AND DYING", "The course considers death and dying anthropologically as cultural constructs. The course explores a wide range of cultures from a variety of interdisciplinary and interactive perspectives in order to further our understanding of what it means to be human. Studies death and dying in order to broaden our understanding of the human cultural experience. Field trips required.", " ANTH 301 and junior or senior status.", "5"
"ANTH", "460", "CULTURE AND SOCIETY OF JAPAN", "Overview of Japanese culture and society, its pre-history and historic formation, emphasizing contemporary social organization and social relations in urban and rural society. Examines Japan&#8217;s solutions to the problems of modern industrial society.", " ANTH 362 or permission of instructor.", "4"
"ANTH", "462", "NATIVE PEOPLES OF THE NORTHWEST", "Tribal distributions, social organization and ecological adaptation and social change  with emphasis on the Native peoples of Washington state.", " ANTH 361", "5"
"ANTH", "463", "PEOPLES OF EAST AND SOUTHEAST ASIA", "An ethnographic in-depth study of the national and minority peoples of China, mainland and insular Southeast Asia. Emphasis on special topics, including ecology, prehistory and selected cultural groups. Readings focus on original monographs.", " ANTH 362 or permission of instructor.", "5"
"ANTH", "465", "PEOPLES OF MEXICO AND CENTRAL AMERICA", "Overview of cultures and social relations in Mesoamerica, with an emphasis on indigenous and rural communities, subsistence and survival issues, and factors underlying political and economic change.", " ANTH 365.", "5"
"ANTH", "466", "REPRODUCTIVE ECOLOGY", "Study of human reproduction from an anthropological perspective. Topics include the structure and function of the reproductive system, including hormonal control of ovarian cycling, but also culturally mediated behaviors that influence reproduction. Focus is on variation in the fertility between populations and among couples within populations.", " ANTH 201 or HNRS 203, and ANTH 215 and BIOL 349 or permission of instructor.", "5"
"ANTH", "469", "DIRECTED INTERNSHIP", "Application of anthropological methods and theory in an applied setting. Interns work at least 10 hours per week at the work site, in the type of work specified in the internship contract. In addition students complete several written assignments, Repeatable to a maximum of 15 credits. No more than 10 credits in internship may be counted toward the major.", " permission of instructor.", "5"
"ANTH", "470", "MUSEOLOGY STUDIES", "Internship at the Whatcom Museum of History and Art or other local museums. Students may select an area of museum specialization in most cases; essay questions and a paper are also required. Repeatable to a maximum of 10 cr.", " ANTH 301 and junior or senior, or permission of faculty liaison.", "3"
"ANTH", "471", "FIELD WORK METHODS IN CULTURAL ANTHROPOLOGY", "The study of ethnographic field work methods through exercises in class and a major field work project in the community. Discussion of topics, including the anthropologist as field worker and the ethics of field work.", " ANTH 301 or ANTH 303 and junior or senior status, or permission of instructor.", "7"
"ANTH", "472", "VISUAL ANTHROPOLOGY", "Examination of photographic representation of people by anthropologists, ethnographic filmmakers, indigenous people, media and other groups. Analytical skills and applications are emphasized and theoretical perspectives are explored.", " ANTH 301 or ANTH 303 and junior or senior status, or permission of instructor.", "5"
"ANTH", "473", "FILED COURSE IN ETHNOGRAPHY", "Course is partly classroom-based and partly field-based research through participation in on-site projects.  Actual projects vary by quarter and instructor.", " ANTH 201 or HNRS 203 and permission of instructor.", "5"
"ANTH", "475", "GLOBAL MIGRATION", "Economic, political and human factors motivating movements of people and affecting their transitions into new societies; comparative exploration of issues, case studies and global trends, with specific focus on implications for policy and services.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "476", "BORDERLANDS", "Comparative examination of simultaneous separating and integrating functions of borders, significance of border regions as vital transition zones, and transboundary policy needs associated with accelerated flows of people, goods and ideas; particular focus on U.S.-Mexico and US.-Canada borderlands.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "480", "APPLIED ANTHROPOLOGY", "Use of anthropology to solve human problems; examines ethics, interventions and policy applications regarding contemporary social issues.", " ANTH 301 or ANTH 303.", "5"
"ANTH", "481", "CHILDHOOD AND CULTURE", "The process of socialization or enculturation viewed from a cross-cultural perspective.", " ANTH 201 or HNRS 203.", "5"
"ANTH", "484", "CROSS-CULTURAL EDUCATION", "Comparative and anthropological study of educational issues. Examines learning in other cultures, home-school linkages, minority student achievement and multi-cultural curricula.", " ANTH 201 or HNRS 203 or permission of instructor.", "5"
"ANTH", "490", "SENIOR SEMINAR IN ANTHROPOLOGY", "Capstone seminar in anthropology.  Topics vary, emphasis is on current research questions in anthropology.  Students write a research proposal, conduct a research project and present the findings.  Repeatable to a maximum of 10 credits.", " Senior status in anthropology.", "5"
"ANTH", "495", "TEACHING-LEARNING PROCESSES IN ANTHROPOLOGY", "Practicum as discussion leaders in anthropology courses. May be repeated once for departmental credit if taken from a different instructor.", " Permission of instructor.", "3"
"ANTH", "496", "PORTFOLIO ASSEMBLY", "Student assembles and submits portfolio contents in four areas: research, competence, data analysis, critical comprehension and synthetic comparison, under continuing direction of departmental academic adviser. S/U grading.", " Senior status in anthropology.", "1"
"ANTH", "501", "HISTORY OF ANTHROPOLOGY", "Development of principal theoretical orientations and methods in the cultural and historical setting; development of anthropology as a discipline.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "502", "THEORY IN ANTHROPOLOGICAL RESEARCH", "Issues relating to use of theory in contemporary anthropological research; examination of major writings and their implications.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "503", "RESEARCH DESIGN AND METHOD", "Analysis of major theoretical approaches; research methods and procedures; relationship of theory and method in formulating research problems.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "506", "ARCHAEOLOGICAL METHOD AND THEORY", "History of theory and method in North American archaeology and the legacy of earlier interpretive frameworks. Current goals of the discipline and the development of appropriate theory, method and empirical applications.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "510", "APPLIED ARCHAEOLOGICAL ANALYSIS AND INTERPRETATION", "Advanced design and implementation of archaeological laboratory methods to a specific research project.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "511", "CURRENT ARCHAEOLOGICAL RESEARCH IN NORTHWESTERN NORTH AMERICA", "Advanced survey of current literature in Pacific Northwest archaeology in seminar format with preparation of a major research paper.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "515", "PRACTICUM IN ARCHAEOLOGICAL SPATIAL ANALYSIS", "Application of advanced quantitative spatial analysis techniques to specific archaeological contexts and projects. Students will complete a major research project and paper.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "520", "HUMAN OSTEOLOGY", "Advanced study of human osteology. The latest methods in reconstruction of the individual.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "522", "NUTRITIONAL ANTHROPOLOGY", "Advanced study of human nutrition and metabolism from an anthropological perspective.  Topics include the structure and function of the digestive system, the chemical composition of nutrients and the regulation by the body of nutrient stores and body composition.  Each student will prepare a major research paper and presentation.", " graduate student in good standing in anthropology and other programs with program advisor approval", "5"
"ANTH", "524", "APPLIED MEDICAL ANTHROPOLOGY", "Advanced study of the use of medical anthropological method and theory in contemporary health care systems or in the analysis of health and disease in past populations.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "525", "PRIMATE EVOLUTION", "Advanced study of primate paleontology. Each student is expected to become expert on some aspect of the fossil record.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "528", "APPLIED CULTURAL RESOURCE MANAGEMENT", "Application of cultural resource management methods to specific management problems. Students will prepare a professional quality cultural resource management plan or nomination form.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "547", "SEMIOTIC ANTHROPOLOGY", "Advanced study of theoretical approaches to meaning in linguistic anthropology, including but not limited to Piercean semiotics, trope theory, and methods for theorizing context.", " Graduate standing.", "5"
"ANTH", "553", "WOMEN OF THE GLOBAL SOUTH", "Examines a variety of contemporary issues facing women of the South, such as economic realities, family responsibilities, health issues, and women&#8217;s rights. Emphasis on individual and group work to examine selected topics and to gain in-depth knowledge about women in specific countries.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "554", "PARTICIPATORY ACTION RESEARCH METHODS", "Participatory Action Research is a methodology of researching, analyzing, and carrying out actions that directly benefit members (stakeholders) of a community.  As a form of applied anthropology, PAR is a method that emphasizes working in collaboration with others to develop research questions, conduct research, analyze findings, present results, and create actions.  In this course, graduate students will work with an identified community group (in most cases, one with which the student already has a great familiarity through participant-observation fieldwork methods in ANTH 571) to work on a PAR project.", " ANTH 571 or permission of instructor.", "5"
"ANTH", "563", "PEOPLES OF EAST AND SOUTHEAST ASIA", "Advanced study of selected important topics regarding the peoples and cultures of China, mainland and insular Southeast Asia. Emphasis on work to gain in-depth knowledge and understanding of selected cultures and/or theoretical-analytical topics of special relevance to the region.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "565", "PEOPLES OF MEXICO & CENTRAL AMERICA", "Advanced ethnological analysis of cultures and social relations in Mesoamerica, with emphasis on ecological, economic and political issues and implications for community resources for facing globalization.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "566", "REPRODUCTIVE ECOLOGY", "Advanced study of human reproduction from an anthropological perspective in a seminar format.  Will cover topics including the structure and function of the reproductive system, including hormonal control of ovarian cycling, but also culturally mediated behaviors that influence reproduction.  Students will prepare a major research paper presentation.", " Permission of instructor.", "5"
"ANTH", "571", "FIELD WORK METHODS IN CULTURAL ANTHROPOLOGY", "The study of ethnographic field work methods through exercises in class and a major field work project in the community. Discussion of topics, including the anthropologist as field worker and the ethics of field work.", " Graduate status in the anthropology program or permission of instructor.", "7"
"ANTH", "572", "VISUAL ANTHROPOLOGY", "Examination of photographic/digital image representation of people by anthropologists, ethnographic filmmakers, indigenous people, media and other groups.  Requires analytical skills and applications and explores theoretical perspectives.  Requires two projects with accompanying presentations.", " Graduate status.", "5"
"ANTH", "576", "BORDERLANDS", "Advanced comparative examination of separating and integrating functions of borders, border regions as transition zones, and policy implications, with emphasis on U.S. borders with Mexico and Canada.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "580", "APPLIED ANTHROPOLOGY", "Advanced investigation of the use of anthropology to solve human problems; ethics, interventions and policy applications regarding contemporary social issues.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "581", "CHILDHOOD AND CULTURE", "Advanced cultural analysis of the process of socialization, child welfare and policy relating to children.", " Graduate status in the anthropology program or permission of instructor.", "5"
"ANTH", "690", "THESIS", "Repeatable to a maximum of 12 cr. S/U grading", " formal advancement to candidacy for MA in Anthropology", "1"
"ARAB", "101", "ELEMENTARY ARABIC", "To be taken in sequence. Fundamentals of speaking, reading, writing and understanding standard Arabic.", "", "5"
"ARAB", "102", "ELEMENTARY ARABIC", "101, 102, 103 Elementary Arabic (5 each). To be taken in sequence. Fundamentals of speaking, reading, writing and understanding standard Arabic.", " Arabic 101", "5"
"ARAB", "103", "ELEMENTARY ARABIC", "101, 102, 103 Elementary Arabic (5 each). To be taken in sequence. Fundamentals of speaking, reading, writing and understanding standard Arabic.", " Arabic 102", "5"
